	Headline	Link
27	['Liberals seek to change channel from SNC-Lavalin, focus on climate plan']	./articles/CBMifGh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9wbW4vbmV3cy1wbW4vY2FuYWRhLW5ld3MtcG1uL2xpYmVyYWxzLXNlZWstdG8tY2hhbmdlLWNoYW5uZWwtZnJvbS1zbmMtbGF2YWxpbi1mb2N1cy1vbi1jbGltYXRlLXBsYW7SAckBaHR0cHM6Ly9uYXRpb25hbHBvc3QtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbmF0aW9uYWxwb3N0LmNvbS9wbW4vbmV3cy1wbW4vY2FuYWRhLW5ld3MtcG1uL2xpYmVyYWxzLXNlZWstdG8tY2hhbmdlLWNoYW5uZWwtZnJvbS1zbmMtbGF2YWxpbi1mb2N1cy1vbi1jbGltYXRlLXBsYW4vYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
28	['Wilson-Raybould running as a Liberal in the federal election']	./articles/CAIiEPEtCkfetCNP9jlTuYPAJ-AqGQgEKhAIACoHCAow6f-ICzDjj4gDMKGZnwY
29	['More than half of Canadians say charges against SNC-Lavalin should go to criminal trial: poll']	./articles/CBMid2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vcG9saXRpY3MvYXJ0aWNsZS1tb3JlLXRoYW4taGFsZi1vZi1jYW5hZGlhbnMtc2F5LWNoYXJnZXMtYWdhaW5zdC1zbmMtbGF2YWxpbi1zaG91bGQtZ28v0gEA
30	"[""Testimony by Butts will likely just prolong the Liberals\\' SNC-Lavalin agony""]"	./articles/CBMidmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vcG9saXRpY3MvYXJ0aWNsZS10ZXN0aW1vbnktYnktYnV0dHMtd2lsbC1saWtlbHktanVzdC1wcm9sb25nLXRoZS1saWJlcmFscy1zbmMtbGF2YWxpbi_SAQA
31	['Liberals’ feminist agenda still intact despite departure of Philpott, Wilson-Raybould: minister']	./articles/CAIiEEkn-xIYR2Dsp8M14palzLIqGQgEKhAIACoHCAowqeP_CjDdg_oCMNTh6QU
32	"[""At least 23 dead in Alabama after tornadoes ravage the southeast, causing \\'catastrophic\\' damage""]"	./articles/CBMikgFodHRwczovL25hdGlvbmFscG9zdC5jb20vbmV3cy93b3JsZC9hdC1sZWFzdC0yMy1kZWFkLWluLWFsYWJhbWEtYWZ0ZXItb25lLW9mLXRoZS13b3JzdC10b3JuYWRvZXMtcmF2YWdlLXRoZS1zb3V0aGVhc3QtY2F1c2luZy1jYXRhc3Ryb3BoaWMtZGFtYWdlc9IB3wFodHRwczovL25hdGlvbmFscG9zdC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9uYXRpb25hbHBvc3QuY29tL25ld3Mvd29ybGQvYXQtbGVhc3QtMjMtZGVhZC1pbi1hbGFiYW1hLWFmdGVyLW9uZS1vZi10aGUtd29yc3QtdG9ybmFkb2VzLXJhdmFnZS10aGUtc291dGhlYXN0LWNhdXNpbmctY2F0YXN0cm9waGljLWRhbWFnZXMvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
33	['Why Canada represented U.S. authorities’ ‘best chance’ to capture Huawei’s Meng Wanzhou']	./articles/CAIiEHt8gAxrEy1LEw_Qm5FUl3oqFwgEKg4IACoGCAow6bV4MPfJDDDB1MUF
34	['Ottawa to proceed with Meng extradition request, Trudeau says, as China accuses detained Canadians of spying']	./articles/CBMia2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvYXJ0aWNsZS1jaGluYS1hY2N1c2VzLWRldGFpbmVkLWNhbmFkaWFucy1vZi1zcHlpbmctZGF5cy1hZnRlci1odWF3ZWkv0gEA
35	"[""Trudeau \\'very concerned\\' as China accuses detained Canadians of stealing state secrets""]"	./articles/CAIiEAypBI8-KcURI7ejCznJDB0qFggEKg4IACoGCAowqKNmMKjdCjCT1B0
36	['Huawei to sue US for banning federal agencies from using its products']	./articles/CAIiEPjITLc1SmyDE4Djihk6ydoqFggEKg4IACoGCAowm6R6MMKqCTCuqhU
37	['Huawei CFO Meng Wanzhou suing Canada over December arrest']	./articles/CBMiZmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvdmlkZW8taHVhd2VpLWNmby1tZW5nLXdhbnpob3Utc3VpbmctY2FuYWRhLW92ZXItZGVjZW1iZXItYXJyZXN0L9IBAA
38	['Dems to declare opposition to anti-Semitism as Trump targets Ilhan Omar comments']	./articles/CAIiEJTzli1YMoA3UZRWwLulV-8qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
39	"[""Ilhan Omar\\'s contentious comments prompt Democrats to craft anti-Semitism measure""]"	./articles/CBMidGh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL3dvcmxkL2lsaGFuLW9tYXJzLWNvbnRlbnRpb3VzLWNvbW1lbnRzLXByb21wdC1kZW1vY3JhdHMtdG8tY3JhZnQtYW50aS1zZW1pdGlzbS1tZWFzdXJl0gHBAWh0dHBzOi8vbmF0aW9uYWxwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL25hdGlvbmFscG9zdC5jb20vbmV3cy93b3JsZC9pbGhhbi1vbWFycy1jb250ZW50aW91cy1jb21tZW50cy1wcm9tcHQtZGVtb2NyYXRzLXRvLWNyYWZ0LWFudGktc2VtaXRpc20tbWVhc3VyZS9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
40	['House Democrats draft anti-Semitism resolution']	./articles/CCAiC3EtRnhEX0pnOG5VmAEB
41	['The witch hunt at Westminster']	./articles/CAIiEKxPeMa7rKxHDfQUz74lC70qFAgEKgwIACoFCAowhgIwkDgwob0I
42	['Democrats need to oust anti-Semite Ilhan Omar from the Foreign Affairs Committee']	./articles/CBMicGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL29waW5pb24vZGVtb2NyYXRzLW5lZWQtdG8tb3VzdC1hbnRpLXNlbWl0ZS1pbGhhbi1vbWFyLWZyb20tdGhlLWZvcmVpZ24tYWZmYWlycy1jb21taXR0ZWXSAbwBaHR0cHM6Ly93d3ctZm94bmV3cy1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZm94bmV3cy5jb20vb3Bpbmlvbi9kZW1vY3JhdHMtbmVlZC10by1vdXN0LWFudGktc2VtaXRlLWlsaGFuLW9tYXItZnJvbS10aGUtZm9yZWlnbi1hZmZhaXJzLWNvbW1pdHRlZS5hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
43	['3 explosive devices found at London transit hubs']	./articles/CAIiEMio6npPzmsSuea7e8R_uLYqFggEKg4IACoGCAowqKNmMKjdCjCT1B0
44	['Three explosive devices discovered in London']	./articles/CAIiEH2dptMgsRsPbccZ8d4mBxYqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
45	"[""Terror police investigating Irish link after three \\'jiffy bag\\' bombs sent to locations across London""]"	./articles/CBMihQFodHRwczovL2NhLm5ld3MueWFob28uY29tL2NvdW50ZXItdGVycm9yLW9wZXJhdGlvbi1sYXVuY2hlZC1pbXByb3Zpc2VkLWV4cGxvc2l2ZXMtZm91bmQtd2F0ZXJsb28taGVhdGhyb3ctY2l0eS1haXJwb3J0LTE2NTQyOTA2MC5odG1s0gHXAWh0dHBzOi8vY2EtbmV3cy15YWhvby1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9jYS5uZXdzLnlhaG9vLmNvbS9hbXBodG1sL2NvdW50ZXItdGVycm9yLW9wZXJhdGlvbi1sYXVuY2hlZC1pbXByb3Zpc2VkLWV4cGxvc2l2ZXMtZm91bmQtd2F0ZXJsb28taGVhdGhyb3ctY2l0eS1haXJwb3J0LTE2NTQyOTA2MC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
46	"[""Ireland to assist UK in investigation as explosive devices \\'had Irish stamps on\\'""]"	./articles/CAIiEJCNKbSOtWGlklwC8YKY5z4qGQgEKhAIACoHCAowzc-JCzDQ5psDML6GogY
47	['Counterterror police examine 3 explosive devices in London']	./articles/CBMiZGh0dHBzOi8vdG9yb250by5jaXR5bmV3cy5jYS8yMDE5LzAzLzA1L2NvdW50ZXJ0ZXJyb3ItcG9saWNlLWV4YW1pbmUtMy1leHBsb3NpdmUtZGV2aWNlcy1pbi1sb25kb24tMi_SAbQBaHR0cHM6Ly90b3JvbnRvLWNpdHluZXdzLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250by5jaXR5bmV3cy5jYS8yMDE5LzAzLzA1L2NvdW50ZXJ0ZXJyb3ItcG9saWNlLWV4YW1pbmUtMy1leHBsb3NpdmUtZGV2aWNlcy1pbi1sb25kb24tMi9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
48	"[""\\'Motivated by politics\\': China blocks major Canadian canola exporter""]"	./articles/CAIiEG5uzDpvu99D2-XPKpp3daQqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
49	['China halts canola shipments from major Canadian supplier']	./articles/CAIiEJx8EUvfBnB0w1k48Qa-lu0qFggEKg4IACoGCAowqKNmMKjdCjDO3RQ
50	['China cancels major canola shipments from Winnipeg company amid rising tensions']	./articles/CAIiEKCEXbYawiwFT2K_yp1w4a0qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
51	['The stakes just went up in our conflict with China - so what is the end game?']	./articles/CBMicmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLXRoZS1zdGFrZXMtanVzdC13ZW50LXVwLWluLW91ci1jb25mbGljdC13aXRoLWNoaW5hLXNvLXdoYXQtaXMtdGhlL9IBxgFodHRwczovL3d3dy10aGVnbG9iZWFuZG1haWwtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYW1wL29waW5pb24vYXJ0aWNsZS10aGUtc3Rha2VzLWp1c3Qtd2VudC11cC1pbi1vdXItY29uZmxpY3Qtd2l0aC1jaGluYS1zby13aGF0LWlzLXRoZS8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
52	['Beijing just made the Huawei feud economic by targeting an iconic Canadian export']	./articles/CBMifmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYnVzaW5lc3MvY29tbWVudGFyeS9hcnRpY2xlLWJlaWppbmctanVzdC1tYWRlLXRoZS1odWF3ZWktZmV1ZC1lY29ub21pYy1ieS10YXJnZXRpbmctYW4taWNvbmljL9IBAA
53	"[""\\'Speed camera ahead\\': Google Maps add photo radar warnings for drivers""]"	./articles/CBMiX2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9lZG1vbnRvbi9zcGVlZC1jYW1lcmEtZ29vZ2xlLW1hcHMtcGhvdG8tcmFkYXItd2FybmluZ3MtMS41MDQzODE10gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQzODE1P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
54	['SNC-Lavalin sues former CEO for millions over MUHC bribery scandal']	./articles/CAIiENgeVOK-qdZs310UX4To9i4qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
55	['The SNC-Lavalin scandal is proof our system of government is working. Seriously.']	./articles/CAIiEM-HC7KtO97Ureinnaf6ZHoqGQgEKhAIACoHCAowkrSGCzDknoQDMJTclgY
56	['SNC-Lavalin sues former CEO over hospital bribery scandal']	./articles/CBMia2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYnVzaW5lc3MvYXJ0aWNsZS1zbmMtbGF2YWxpbi1zdWVzLWZvcm1lci1jZW8tb3Zlci1ob3NwaXRhbC1icmliZXJ5LXNjYW5kYWwv0gG_AWh0dHBzOi8vd3d3LXRoZWdsb2JlYW5kbWFpbC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudGhlZ2xvYmVhbmRtYWlsLmNvbS9hbXAvYnVzaW5lc3MvYXJ0aWNsZS1zbmMtbGF2YWxpbi1zdWVzLWZvcm1lci1jZW8tb3Zlci1ob3NwaXRhbC1icmliZXJ5LXNjYW5kYWwvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
57	['SNC sues former CEO Duhaime for millions over hospital bribery scandal']	./articles/CBMia2h0dHA6Ly93d3cuYm5uYmxvb21iZXJnLmNhL3NuYy1sYXZhbGluLXN1ZXMtZm9ybWVyLWNlby1mb3ItbWlsbGlvbnMtb3Zlci1ob3NwaXRhbC1icmliZXJ5LXNjYW5kYWwtMS4xMjIzOTkz0gEA
58	['SNC-Lavalin sues former CEO for millions over hospital bribery scandal']	./articles/CBMiTGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tb250cmVhbC9zbmMtbGF2YWxpbi1waWVycmUtZHVoYWltZS0xLjUwNDM2NjPSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDM2NjM_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
59	['Air Canada pilot orders 23 pizzas to Halifax-bound plane stranded on tarmac']	./articles/CAIiEGZAmsE6ZVgUB0wFkDdcllQqFggEKg4IACoGCAowqKNmMKjdCjDGlx0
60	['Samsung releases Experience app for Galaxy S10']	./articles/CAIiEMQEsZ4OSqpXUJ_D-AwsMqcqFggEKg4IACoGCAowu5gUMNLMAjCOyQQ
