	Headline	Link
10	['4 children missing after going to the movies have been located: police']	./articles/CBMiP2h0dHBzOi8vdG9yb250by5jaXR5bmV3cy5jYS8yMDE5LzAzLzA1L2NoaWxkcmVuLW1pc3NpbmctbW92aWVzL9IBjwFodHRwczovL3Rvcm9udG8tY2l0eW5ld3MtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy90b3JvbnRvLmNpdHluZXdzLmNhLzIwMTkvMDMvMDUvY2hpbGRyZW4tbWlzc2luZy1tb3ZpZXMvYW1wLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
11	['4 children reported missing in Toronto found']	./articles/CAIiEFu46FQ8hBuV40cE05SAn2YqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
12	['4 Middle School Kids Have Gone Missing In Toronto After A Trip To The Movies']	./articles/CBMif2h0dHBzOi8vd3d3Lm5hcmNpdHkuY29tL2NhL29uL3Rvcm9udG8vbmV3cy9hLWdyb3VwLW9mLW1pZGRsZS1zY2hvb2wta2lkcy1oYXMtZ29uZS1taXNzaW5nLWluLXRvcm9udG8tYWZ0ZXItYS10cmlwLXRvLXRoZS1tb3ZpZXPSAbgBaHR0cHM6Ly93d3ctbmFyY2l0eS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cubmFyY2l0eS5jb20vYW1wL2EtZ3JvdXAtb2YtbWlkZGxlLXNjaG9vbC1raWRzLWhhcy1nb25lLW1pc3NpbmctaW4tdG9yb250by1hZnRlci1hLXRyaXAtdG8tdGhlLW1vdmllcz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
13	['Quebec woman guilty of 2nd-degree murder of 2 daughters']	./articles/CAIiEObY3uAkDHuh1bEzaxwpQqQqFggEKg4IACoGCAowqKNmMKjdCjCT1B0
14	"[""Quebec mother found guilty of second-degree murder in daughters\\' deaths""]"	./articles/CAIiEPN7UDRB2sBQnYzA3xBV1Z8qGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
15	['Adele Sorella guilty of second-degree murder in deaths of daughters']	./articles/CBMiRmh0dHBzOi8vbW9udHJlYWxnYXpldHRlLmNvbS9uZXdzL2xvY2FsLW5ld3MvYWRlbGUtc29yZWxsYS1tdXJkZXItdHJpYWzSAZYBaHR0cHM6Ly9tb250cmVhbGdhemV0dGUtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbW9udHJlYWxnYXpldHRlLmNvbS9uZXdzL2xvY2FsLW5ld3MvYWRlbGUtc29yZWxsYS1tdXJkZXItdHJpYWwvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
16	"[""Quebec mother Adele Sorella found guilty of second-degree murder in daughters\\' deaths""]"	./articles/CBMibmh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL25ld3NhbGVydC1xdWViZWMtbW90aGVyLWZvdW5kLWd1aWx0eS1vZi1zZWNvbmQtZGVncmVlLW11cmRlci1pbi1kYXVnaHRlcnMtZGVhdGhz0gEA
17	['Jury finds Adele Sorella guilty of second-degree murder in deaths of young daughters']	./articles/CBMiemh0dHBzOi8vbW9udHJlYWwuY3R2bmV3cy5jYS9qdXJ5LWZpbmRzLWFkZWxlLXNvcmVsbGEtZ3VpbHR5LW9mLXNlY29uZC1kZWdyZWUtbXVyZGVyLWluLWRlYXRocy1vZi15b3VuZy1kYXVnaHRlcnMtMS40MzIxODc30gGGAWh0dHBzOi8vYmV0YS1jdHZuZXdzLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYmV0YS5jdHZuZXdzLmNhL2xvY2FsL21vbnRyZWFsLzIwMTkvMy80LzFfNDMyMTg3Ny5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
18	['1 in 4 Canadians say SNC-Lavalin affair will influence their vote: Nanos']	./articles/CAIiEJwV30eqoeknZA1E39yLx0oqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
19	['EDITORIAL: Lavscam jobs spin will increase regional tensions']	./articles/CBMiZWh0dHBzOi8vdG9yb250b3N1bi5jb20vb3Bpbmlvbi9lZGl0b3JpYWxzL2VkaXRvcmlhbC1sYXZzY2FtLWpvYnMtc3Bpbi13aWxsLWluY3JlYXNlLXJlZ2lvbmFsLXRlbnNpb25z0gGwAWh0dHBzOi8vdG9yb250b3N1bi1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy90b3JvbnRvc3VuLmNvbS9vcGluaW9uL2VkaXRvcmlhbHMvZWRpdG9yaWFsLWxhdnNjYW0tam9icy1zcGluLXdpbGwtaW5jcmVhc2UtcmVnaW9uYWwtdGVuc2lvbnMvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
20	['Wilson-Raybould running as a Liberal in the federal election']	./articles/CAIiEPEtCkfetCNP9jlTuYPAJ-AqGQgEKhAIACoHCAow6f-ICzDjj4gDMKGZnwY
21	['More than half of Canadians say charges against SNC-Lavalin should go to criminal trial: poll']	./articles/CBMid2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vcG9saXRpY3MvYXJ0aWNsZS1tb3JlLXRoYW4taGFsZi1vZi1jYW5hZGlhbnMtc2F5LWNoYXJnZXMtYWdhaW5zdC1zbmMtbGF2YWxpbi1zaG91bGQtZ28v0gEA
22	"[""Testimony by Butts will likely just prolong the Liberals\\' SNC-Lavalin agony""]"	./articles/CBMidmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vcG9saXRpY3MvYXJ0aWNsZS10ZXN0aW1vbnktYnktYnV0dHMtd2lsbC1saWtlbHktanVzdC1wcm9sb25nLXRoZS1saWJlcmFscy1zbmMtbGF2YWxpbi_SAQA
23	['Liberals’ feminist agenda still intact despite departure of Philpott Wilson-Raybould: minister']	./articles/CAIiEEkn-xIYR2Dsp8M14palzLIqGQgEKhAIACoHCAowqeP_CjDdg_oCMNTh6QU
24	['Sheila Copps asks why Jody Wilson-Raybould and Jane Philpott want to stay in Liberal caucus']	./articles/CAIiEFUsR-XrpfGRtk-b6zy_T6gqFwgEKg4IACoGCAowqKNmMKjdCjCwqYMG
25	['The playing field is tilted against Jody Wilson-Raybould']	./articles/CAIiEFN8iae0--sP19smpbrUEoUqGQgEKhAIACoHCAowkrSGCzDknoQDMLjklgY
26	"[""Boswell: Jody Wilson-Raybould\\'s last act as justice minister a big step in Indigenous litigation reform""]"	./articles/CBMikgFodHRwczovL290dGF3YWNpdGl6ZW4uY29tL29waW5pb24vY29sdW1uaXN0cy9ib3N3ZWxsLWpvZHktd2lsc29uLXJheWJvdWxkcy1sYXN0LWFjdC1hcy1qdXN0aWNlLW1pbmlzdGVyLWEtYmlnLXN0ZXAtaW4taW5kaWdlbm91cy1saXRpZ2F0aW9uLXJlZm9ybdIB4AFodHRwczovL290dGF3YWNpdGl6ZW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvb3R0YXdhY2l0aXplbi5jb20vb3Bpbmlvbi9jb2x1bW5pc3RzL2Jvc3dlbGwtam9keS13aWxzb24tcmF5Ym91bGRzLWxhc3QtYWN0LWFzLWp1c3RpY2UtbWluaXN0ZXItYS1iaWctc3RlcC1pbi1pbmRpZ2Vub3VzLWxpdGlnYXRpb24tcmVmb3JtL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
27	"[""Trump claims \\'presidential harassment\\' over Dems corruption probe""]"	./articles/CAIiEIxcTIht_cYphT8QlCpPYMYqGQgEKhAIACoHCAowqeP_CjDdg_oCMMXe6QU
28	['US House committees launch sweeping Trump inquiries']	./articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3dvcmxkL3RydW1wLXByb2JlLWhvdXNlLWp1ZGljaWFyeS1yZXF1ZXN0cy1kb2N1bWVudHMtMS41MDQxOTg30gEA
29	"[""Trump blasts House Democrats\\' \\'fishing expedition\\'""]"	./articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNDc0NTE2MDHSAXlodHRwczovL3d3dy1iYmMtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJiYy5jb20vbmV3cy9hbXAvd29ybGQtdXMtY2FuYWRhLTQ3NDUxNjAxP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
30	"[""Doug Schoen: My advice to Democrats as they march toward impeachment (from someone who\\'s been there)""]"	./articles/CBMigAFodHRwczovL3d3dy5mb3huZXdzLmNvbS9vcGluaW9uL2RvdWctc2Nob2VuLW15LWFkdmljZS10by1kZW1vY3JhdHMtYXMtdGhleS1tYXJjaC10b3dhcmQtaW1wZWFjaG1lbnQtZnJvbS1zb21lb25lLXdob3MtYmVlbi10aGVyZdIBzAFodHRwczovL3d3dy1mb3huZXdzLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5mb3huZXdzLmNvbS9vcGluaW9uL2RvdWctc2Nob2VuLW15LWFkdmljZS10by1kZW1vY3JhdHMtYXMtdGhleS1tYXJjaC10b3dhcmQtaW1wZWFjaG1lbnQtZnJvbS1zb21lb25lLXdob3MtYmVlbi10aGVyZS5hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
31	"['Opinions on the Mueller investigation don\\\'t move. Why not? - ""Where Did You Get This Number?"" podcast']"	./articles/CAIiEDMxWqqVoDCMZ40SVfIFcPMqGQgEKhAIACoHCAowyNj6CjDyiPICMK_dxAU
32	['Trudeau dismisses China report anonymously accusing Kovrig Spavor of espionage']	./articles/CAIiEPOH9UZLtD1_m6jO_w5pm5kqGQgEKhAIACoHCAow6f-ICzDjj4gDMKGZnwY
33	['Why Canada represented U.S. authorities’ ‘best chance’ to capture Huawei’s Meng Wanzhou']	./articles/CAIiEHt8gAxrEy1LEw_Qm5FUl3oqFwgEKg4IACoGCAow6bV4MPfJDDDB1MUF
34	['Ottawa to proceed with Meng extradition request Trudeau says as China accuses detained Canadians of spying']	./articles/CBMia2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvYXJ0aWNsZS1jaGluYS1hY2N1c2VzLWRldGFpbmVkLWNhbmFkaWFucy1vZi1zcHlpbmctZGF5cy1hZnRlci1odWF3ZWkv0gEA
35	['China Accuses Canadians Michael Kovrig And Michael Spavor Of Acting Together To Steal State Secrets']	./articles/CBMiWGh0dHBzOi8vd3d3Lmh1ZmZpbmd0b25wb3N0LmNhLzIwMTkvMDMvMDQvbWljaGFlbC1rb3ZyaWctbWljaGFlbC1zcGF2b3ItY2hpbmFfYV8yMzY4MzU4Mi_SAaYBaHR0cHM6Ly9tLWh1ZmZpbmd0b25wb3N0LWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbS5odWZmaW5ndG9ucG9zdC5jYS9hbXAvMjAxOS8wMy8wNC9taWNoYWVsLWtvdnJpZy1taWNoYWVsLXNwYXZvci1jaGluYV9hXzIzNjgzNTgyLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ
36	['Meng Wanzhou is suing Canadian government border agency and police']	./articles/CAIiELxFmMVcX0ggudV02ORhheoqGQgEKhAIACoHCAowzuOICzCZ4ocDMJ3dnQY
37	['Dems to declare opposition to anti-Semitism as Trump targets Ilhan Omar comments']	./articles/CAIiEJTzli1YMoA3UZRWwLulV-8qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
38	"[""Ilhan Omar\\'s contentious comments prompt Democrats to craft anti-Semitism measure""]"	./articles/CBMidGh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9uZXdzL3dvcmxkL2lsaGFuLW9tYXJzLWNvbnRlbnRpb3VzLWNvbW1lbnRzLXByb21wdC1kZW1vY3JhdHMtdG8tY3JhZnQtYW50aS1zZW1pdGlzbS1tZWFzdXJl0gHBAWh0dHBzOi8vbmF0aW9uYWxwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL25hdGlvbmFscG9zdC5jb20vbmV3cy93b3JsZC9pbGhhbi1vbWFycy1jb250ZW50aW91cy1jb21tZW50cy1wcm9tcHQtZGVtb2NyYXRzLXRvLWNyYWZ0LWFudGktc2VtaXRpc20tbWVhc3VyZS9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
39	"[""Alexandria Ocasio-Cortez laid into Nancy Pelosi and Democratic leadership after they condemned Ilhan Omar\\'s Israel comments""]"	./articles/CAIiEFbqXUvPQAuGi8Qg9MBzvgEqLQgEKiUIACIbd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vc2FpKgQICjAMMJD-CQ
40	['The witch hunt at Westminster']	./articles/CAIiEKxPeMa7rKxHDfQUz74lC70qFAgEKgwIACoFCAowhgIwkDgwob0I
41	['Democrats need to oust anti-Semite Ilhan Omar from the Foreign Affairs Committee']	./articles/CBMicGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL29waW5pb24vZGVtb2NyYXRzLW5lZWQtdG8tb3VzdC1hbnRpLXNlbWl0ZS1pbGhhbi1vbWFyLWZyb20tdGhlLWZvcmVpZ24tYWZmYWlycy1jb21taXR0ZWXSAbwBaHR0cHM6Ly93d3ctZm94bmV3cy1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZm94bmV3cy5jb20vb3Bpbmlvbi9kZW1vY3JhdHMtbmVlZC10by1vdXN0LWFudGktc2VtaXRlLWlsaGFuLW9tYXItZnJvbS10aGUtZm9yZWlnbi1hZmZhaXJzLWNvbW1pdHRlZS5hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
42	['3 explosive devices found at London transit hubs']	./articles/CAIiEMio6npPzmsSuea7e8R_uLYqFggEKg4IACoGCAowqKNmMKjdCjCT1B0
43	['Three explosive devices discovered in London']	./articles/CAIiEH2dptMgsRsPbccZ8d4mBxYqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
44	"[""Terror police investigating Irish link after three \\'jiffy bag\\' bombs sent to locations across London""]"	./articles/CBMihQFodHRwczovL2NhLm5ld3MueWFob28uY29tL2NvdW50ZXItdGVycm9yLW9wZXJhdGlvbi1sYXVuY2hlZC1pbXByb3Zpc2VkLWV4cGxvc2l2ZXMtZm91bmQtd2F0ZXJsb28taGVhdGhyb3ctY2l0eS1haXJwb3J0LTE2NTQyOTA2MC5odG1s0gHXAWh0dHBzOi8vY2EtbmV3cy15YWhvby1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9jYS5uZXdzLnlhaG9vLmNvbS9hbXBodG1sL2NvdW50ZXItdGVycm9yLW9wZXJhdGlvbi1sYXVuY2hlZC1pbXByb3Zpc2VkLWV4cGxvc2l2ZXMtZm91bmQtd2F0ZXJsb28taGVhdGhyb3ctY2l0eS1haXJwb3J0LTE2NTQyOTA2MC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
45	"[""Ireland to assist UK in investigation as explosive devices \\'had Irish stamps on\\'""]"	./articles/CAIiEJCNKbSOtWGlklwC8YKY5z4qGQgEKhAIACoHCAowzc-JCzDQ5psDML6GogY
46	['Counterterror police examine 3 explosive devices in London']	./articles/CBMiZGh0dHBzOi8vdG9yb250by5jaXR5bmV3cy5jYS8yMDE5LzAzLzA1L2NvdW50ZXJ0ZXJyb3ItcG9saWNlLWV4YW1pbmUtMy1leHBsb3NpdmUtZGV2aWNlcy1pbi1sb25kb24tMi_SAbQBaHR0cHM6Ly90b3JvbnRvLWNpdHluZXdzLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdG9yb250by5jaXR5bmV3cy5jYS8yMDE5LzAzLzA1L2NvdW50ZXJ0ZXJyb3ItcG9saWNlLWV4YW1pbmUtMy1leHBsb3NpdmUtZGV2aWNlcy1pbi1sb25kb24tMi9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
47	"[""\\'Motivated by politics\\': China blocks major Canadian canola exporter""]"	./articles/CAIiEG5uzDpvu99D2-XPKpp3daQqGQgEKhAIACoHCAow6f-ICzDjj4gDMJTFnwY
48	['China halts canola shipments from major Canadian supplier']	./articles/CAIiEJx8EUvfBnB0w1k48Qa-lu0qFggEKg4IACoGCAowqKNmMKjdCjDO3RQ
49	"[""Blocked by China Canada\\'s biggest canola exporter says it has become target in Ottawa-Beijing spat""]"	./articles/CBMiigFodHRwczovL2J1c2luZXNzLmZpbmFuY2lhbHBvc3QuY29tL2NvbW1vZGl0aWVzL2FncmljdWx0dXJlL2NoaW5hLWhhbHRzLXNoaXBtZW50cy1mcm9tLWNhbmFkYXMtYmlnZ2VzdC1jYW5vbGEtZXhwb3J0ZXItYW1pZC1yaXNpbmctdGVuc2lvbnPSAeEBaHR0cHM6Ly9idXNpbmVzcy1maW5hbmNpYWxwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2J1c2luZXNzLmZpbmFuY2lhbHBvc3QuY29tL2NvbW1vZGl0aWVzL2FncmljdWx0dXJlL2NoaW5hLWhhbHRzLXNoaXBtZW50cy1mcm9tLWNhbmFkYXMtYmlnZ2VzdC1jYW5vbGEtZXhwb3J0ZXItYW1pZC1yaXNpbmctdGVuc2lvbnMvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
50	['The stakes just went up in our conflict with China - so what is the end game?']	./articles/CBMicmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vb3Bpbmlvbi9hcnRpY2xlLXRoZS1zdGFrZXMtanVzdC13ZW50LXVwLWluLW91ci1jb25mbGljdC13aXRoLWNoaW5hLXNvLXdoYXQtaXMtdGhlL9IBxgFodHRwczovL3d3dy10aGVnbG9iZWFuZG1haWwtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYW1wL29waW5pb24vYXJ0aWNsZS10aGUtc3Rha2VzLWp1c3Qtd2VudC11cC1pbi1vdXItY29uZmxpY3Qtd2l0aC1jaGluYS1zby13aGF0LWlzLXRoZS8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
51	['Beijing just made the Huawei feud economic by targeting an iconic Canadian export']	./articles/CBMifmh0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vYnVzaW5lc3MvY29tbWVudGFyeS9hcnRpY2xlLWJlaWppbmctanVzdC1tYWRlLXRoZS1odWF3ZWktZmV1ZC1lY29ub21pYy1ieS10YXJnZXRpbmctYW4taWNvbmljL9IBAA
52	['SNC-Lavalin sues former CEO for millions over MUHC bribery scandal']	./articles/CAIiENgeVOK-qdZs310UX4To9i4qGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU
53	"[""\\'Speed camera ahead\\': Google Maps add photo radar warnings for drivers""]"	./articles/CBMiX2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9lZG1vbnRvbi9zcGVlZC1jYW1lcmEtZ29vZ2xlLW1hcHMtcGhvdG8tcmFkYXItd2FybmluZ3MtMS41MDQzODE10gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDQzODE1P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl
54	['Air Canada pilot orders 23 pizzas to Halifax-bound plane stranded on tarmac']	./articles/CAIiEGZAmsE6ZVgUB0wFkDdcllQqFggEKg4IACoGCAowqKNmMKjdCjDGlx0
55	['Samsung releases Experience app for Galaxy S10']	./articles/CAIiEMQEsZ4OSqpXUJ_D-AwsMqcqFggEKg4IACoGCAowu5gUMNLMAjCOyQQ
56	"[""Samsung Galaxy S10 pre-installed screen protectors aren\\'t covered by warranty in Canada""]"	./articles/CBMiV2h0dHBzOi8vbW9iaWxlc3lydXAuY29tLzIwMTkvMDMvMDQvc2Ftc3VuZy1nYWxheHktczEwLXNjcmVlbi1wcm90ZWN0b3Itd2FycmFudHktY2FuYWRhL9IBAA
57	['The Galaxy S10 has 2 more cameras than the greatest smartphone camera in the world the Pixel 3 — see for yourself how these flagship phones compare']	./articles/CAIiECyt80Cr0k4cS_tBnYnM4UUqGQgEKhAIACoHCAow9qOFCzDSvIIDMLD-hQY
58	['Here’s how much the Samsung Galaxy S10 Plus materials cost']	./articles/CAIiEPOsOf4wPBrSY9N3Q9W3d5sqFwgEKg4IACoGCAownt8nMPWBBjDYgaEG
59	['Ninja Is Bringing an Exclusive Fortnite Creation to an Upcoming Samsung Event']	./articles/CBMiZWh0dHBzOi8vd3d3LnBsYXlzdGF0aW9ubGlmZXN0eWxlLm5ldC8yMDE5LzAzLzA1L25pbmphLWZvcnRuaXRlLWNyZWF0aXZlLWlzbGFuZC1wYXJ0LW9mLXNhbXN1bmctZXZlbnQv0gG-AWh0dHBzOi8vd3d3LXBsYXlzdGF0aW9ubGlmZXN0eWxlLW5ldC5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5wbGF5c3RhdGlvbmxpZmVzdHlsZS5uZXQvMjAxOS8wMy8wNS9uaW5qYS1mb3J0bml0ZS1jcmVhdGl2ZS1pc2xhbmQtcGFydC1vZi1zYW1zdW5nLWV2ZW50L2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU
